datum,honap,het,nap_sorszam,tranzakcio_id,osszeg,kategoria,user_id,profil,tipus,leiras,forras,ismetlodo,fix_koltseg,bev_kiad_tipus,platform,helyszin,deviza,cimke,celhoz_kotott,likvid,befektetes,megtakaritas,assets
2024-06-03,2024-06,23,0,15_20240603_5789,362170.0,fizetes,15,kozeposztaly,bevetel,havi fizetes,demo,True,False,bevetel,utalas,Banki utalas,HUF,"jovedelem, fix",,280722,215234,267880,763836
2024-06-03,2024-06,23,0,41_20240603_7412,558373.0,fizetes,41,magas_jov,bevetel,havi fizetes,demo,True,False,bevetel,utalas,Banki utalas,HUF,"jovedelem, fix",,656446,86061,163081,905588
2024-06-03,2024-06,23,0,14_20240603_8137,327103.0,fizetes,14,kozeposztaly,bevetel,havi fizetes,demo,True,False,bevetel,utalas,Banki utalas,HUF,"jovedelem, fix",,208527,154807,208697,572031
2024-06-03,2024-06,23,0,39_20240603_8974,653224.0,fizetes,39,magas_jov,bevetel,havi fizetes,demo,True,False,bevetel,utalas,Banki utalas,HUF,"jovedelem, fix",,-229522,465524,929586,1165588
2024-06-03,2024-06,23,0,36_20240603_2076,627684.0,fizetes,36,magas_jov,bevetel,havi fizetes,demo,True,False,bevetel,utalas,Banki utalas,HUF,"jovedelem, fix",,7665,478185,701935,1187785
2024-06-03,2024-06,23,0,4_20240603_5702,193031.0,fizetes,4,alacsony_jov,bevetel,havi fizetes,demo,True,False,bevetel,utalas,Banki utalas,HUF,"jovedelem, fix",,473949,75428,96496,645873
2024-06-03,2024-06,23,0,25_20240603_2798,344558.0,fizetes,25,kozeposztaly,bevetel,havi fizetes,demo,True,False,bevetel,utalas,Banki utalas,HUF,"jovedelem, fix",,309994,142135,151385,603514
2024-06-03,2024-06,23,0,10_20240603_6555,204911.0,fizetes,10,alacsony_jov,bevetel,havi fizetes,demo,True,False,bevetel,utalas,Banki utalas,HUF,"jovedelem, fix",,700264,31750,142562,874576
2024-06-03,2024-06,23,0,7_20240603_2843,219565.0,fizetes,7,alacsony_jov,bevetel,havi fizetes,demo,True,False,bevetel,utalas,Banki utalas,HUF,"jovedelem, fix",,936894,22170,137110,1096174
2024-06-03,2024-06,23,0,17_20240603_2449,341162.0,fizetes,17,kozeposztaly,bevetel,havi fizetes,demo,True,False,bevetel,utalas,Banki utalas,HUF,"jovedelem, fix",,257847,95806,386255,739908
2024-06-03,2024-06,23,0,43_20240603_9034,552224.0,fizetes,43,magas_jov,bevetel,havi fizetes,demo,True,False,bevetel,utalas,Banki utalas,HUF,"jovedelem, fix",,325166,251996,376212,953374
2024-06-03,2024-06,23,0,11_20240603_7145,338730.0,fizetes,11,kozeposztaly,bevetel,havi fizetes,demo,True,False,bevetel,utalas,Banki utalas,HUF,"jovedelem, fix",,213682,284873,121182,619737
2024-06-03,2024-06,23,0,21_20240603_2315,350009.0,fizetes,21,kozeposztaly,bevetel,havi fizetes,demo,True,False,bevetel,utalas,Banki utalas,HUF,"jovedelem, fix",,248791,173976,183419,606186
2024-06-03,2024-06,23,0,45_20240603_5466,574760.0,fizetes,45,magas_jov,bevetel,havi fizetes,demo,True,False,bevetel,utalas,Banki utalas,HUF,"jovedelem, fix",,593534,254576,286736,1134846
2024-06-30,2024-06,26,6,31_20240630_5371,-2800.0,snack,31,kozeposztaly,impulzus,Assumenda a necessitatibus.,import,False,False,luxus,bolt,bolt,HUF,napi rutin,,-10528,109728,374438,473638
2024-06-30,2024-06,26,6,17_20240630_6077,-5600.0,kave,17,kozeposztaly,impulzus,Dignissimos blanditiis.,import,False,False,luxus,bolt,Costa,HUF,napi rutin,,-86980,132926,387445,433391
2024-06-30,2024-06,26,6,49_20240630_2212,-3000.0,online rendeles,49,arerzekeny,impulzus,Eum dolore aliquid facere.,manualis,False,False,luxus,bolt,Amazon,HUF,extra,,1159800,48226,146105,1354131
2024-06-30,2024-06,26,6,16_20240630_3132,-13758.0,kozlekedes,16,kozeposztaly,alap,kozlekedes koltseg,demo,True,True,szukseglet,utalÃ¡s,Banki utalÃ¡s,HUF,"fix, rezsi",,133336,265279,80023,478638
2024-06-30,2024-06,26,6,32_20240630_7139,-3700.0,apro vasarlas,32,kozeposztaly,impulzus,Nemo cum.,import,False,False,luxus,bolt,helyi bolt,HUF,extra,,31792,59100,307746,398638
2024-06-30,2024-06,26,6,32_20240630_3365,-6000.0,apro vasarlas,32,kozeposztaly,impulzus,Minima iste quos.,manualis,False,False,luxus,web,piac,HUF,extra,,1492,59100,307746,368338
2024-06-30,2024-06,26,6,39_20240630_9359,-13000.0,kave,39,magas_jov,impulzus,Ab dolor.,manualis,False,False,luxus,web,Starbucks,HUF,szorakozas,,-867232,537094,970406,640268
2024-06-30,2024-06,26,6,1_20240630_6432,-50819.0,lakber,1,alacsony_jov,alap,lakber koltseg,demo,True,True,szukseglet,utalÃ¡s,Banki utalÃ¡s,HUF,"fix, rezsi",,604065,51944,210401,866410
2024-06-30,2024-06,26,6,27_20240630_1361,-86010.0,lakber,27,kozeposztaly,alap,lakber koltseg,demo,True,True,szukseglet,utalÃ¡s,Banki utalÃ¡s,HUF,"fix, rezsi",,208594,124773,240820,574187
2024-06-30,2024-06,26,6,17_20240630_1338,-8600.0,ruha,17,kozeposztaly,vagy,Voluptas dolore laudantium.,demo,False,False,luxus,web,Zara,HUF,extra,,33520,96026,387445,516991
2024-06-30,2024-06,26,6,18_20240630_4711,-13271.0,kozlekedes,18,kozeposztaly,alap,kozlekedes koltseg,demo,True,True,szukseglet,utalÃ¡s,Banki utalÃ¡s,HUF,"fix, rezsi",,132694,131353,187502,451549
2024-06-30,2024-06,26,6,30_20240630_2351,-12171.0,kozlekedes,30,kozeposztaly,alap,kozlekedes koltseg,demo,True,True,szukseglet,utalÃ¡s,Banki utalÃ¡s,HUF,"fix, rezsi",,215289,157743,305033,678065
2024-06-30,2024-06,26,6,31_20240630_1715,-42374.0,rezsi,31,kozeposztaly,alap,rezsi koltseg,demo,True,True,szukseglet,utalÃ¡s,Banki utalÃ¡s,HUF,"fix, rezsi",,162526,109728,342838,615092
2024-06-30,2024-06,26,6,26_20240630_8955,-2200.0,mozi,26,kozeposztaly,vagy,Voluptate voluptatum.,import,False,False,luxus,web,Art Mozi,HUF,szorakozas,,44192,60437,401379,506008
2024-06-30,2024-06,26,6,27_20240630_3813,-5800.0,apro vasarlas,27,kozeposztaly,impulzus,Harum ea libero.,demo,False,False,luxus,bolt,helyi bolt,HUF,extra,,-20488,153573,240820,373905
2024-06-30,2024-06,26,6,40_20240630_9730,0.0,megtakaritas,40,magas_jov,megtakaritas,57600Ft -> befektetes,import,True,False,megtakaritas,web,Bank,HUF,havi fix,lakas,-593160,691506,579541,677887
2024-06-30,2024-06,26,6,40_20240630_9145,-25100.0,ruha,40,magas_jov,vagy,Unde sit amet.,import,False,False,luxus,web,Zara,HUF,szorakozas,,-302160,599406,579541,876787
2024-06-30,2024-06,26,6,25_20240630_8413,-4900.0,apro vasarlas,25,kozeposztaly,impulzus,Expedita.,manualis,False,False,luxus,bolt,helyi bolt,HUF,extra,,-44688,142245,179585,277142
2024-06-30,2024-06,26,6,24_20240630_6877,-3100.0,kave,24,kozeposztaly,impulzus,Cumque aut blanditiis.,demo,False,False,luxus,bolt,Starbucks,HUF,napi rutin,,78736,155833,363308,597877
2024-06-30,2024-06,26,6,28_20240630_8021,-77892.0,lakber,28,kozeposztaly,alap,lakber koltseg,demo,True,True,szukseglet,utalÃ¡s,Banki utalÃ¡s,HUF,"fix, rezsi",,147206,171723,332785,651714
2024-06-30,2024-06,26,6,24_20240630_3845,-3700.0,kave,24,kozeposztaly,impulzus,Expedita architecto necessitatibus iusto.,import,False,False,luxus,bolt,Starbucks,HUF,szorakozas,,129636,155833,363308,648777
2024-06-30,2024-06,26,6,24_20240630_9566,-7100.0,kutyu,24,kozeposztaly,vagy,Laudantium aliquam ab.,import,False,False,luxus,web,eMAG,HUF,szorakozas,,158036,155833,344308,658177
2024-06-30,2024-06,26,6,24_20240630_7058,-4300.0,mozi,24,kozeposztaly,vagy,Recusandae officia.,demo,False,False,luxus,bolt,Art Mozi,HUF,luxus,,220436,155833,344308,720577
2024-06-30,2024-06,26,6,24_20240630_2736,-4800.0,mozi,24,kozeposztaly,vagy,Labore possimus libero.,manualis,False,False,luxus,bolt,Art Mozi,HUF,luxus,,227636,155833,344308,727777
2024-06-30,2024-06,26,6,24_20240630_7152,-11463.0,kozlekedes,24,kozeposztaly,alap,kozlekedes koltseg,demo,True,True,szukseglet,utalÃ¡s,Banki utalÃ¡s,HUF,"fix, rezsi",,272853,155833,344308,772994
2024-06-30,2024-06,26,6,24_20240630_1911,-38201.0,rezsi,24,kozeposztaly,alap,rezsi koltseg,demo,True,True,szukseglet,utalÃ¡s,Banki utalÃ¡s,HUF,"fix, rezsi",,284316,155833,344308,784457
2024-06-30,2024-06,26,6,23_20240630_3994,-3700.0,mozi,23,kozeposztaly,vagy,Et cumque.,manualis,False,False,luxus,web,Art Mozi,HUF,luxus,,136304,132512,305662,574478
2024-06-30,2024-06,26,6,22_20240630_9956,-4500.0,snack,22,kozeposztaly,impulzus,Aliquam quaerat.,manualis,False,False,luxus,web,Lidl,HUF,napi rutin,,196664,245206,127484,569354
2024-06-30,2024-06,26,6,42_20240630_3178,-10800.0,kutyu,42,magas_jov,vagy,Veniam saepe amet.,demo,False,False,luxus,bolt,eMAG,HUF,extra,,-169260,484487,107408,422635
2024-06-30,2024-06,26,6,30_20240630_2353,-28645.0,elelmiszer,30,kozeposztaly,alap,elelmiszer koltseg,demo,True,True,szukseglet,utalÃ¡s,Banki utalÃ¡s,HUF,"fix, rezsi",,186644,157743,305033,649420
2024-06-30,2024-06,26,6,30_20240630_5805,-4900.0,etterem,30,kozeposztaly,vagy,Consequatur.,manualis,False,False,luxus,bolt,McDonald's,HUF,extra,,178144,157743,305033,640920
2024-06-30,2024-06,26,6,30_20240630_8095,-3800.0,kave,30,kozeposztaly,impulzus,Aperiam in.,manualis,False,False,luxus,bolt,Starbucks,HUF,szorakozas,,70844,157743,315133,543720
2024-06-30,2024-06,26,6,19_20240630_4324,-3100.0,apro vasarlas,19,kozeposztaly,impulzus,Ducimus accusantium consequuntur.,manualis,False,False,luxus,bolt,helyi bolt,HUF,extra,,74412,100646,417401,592459
2024-06-30,2024-06,26,6,19_20240630_5287,-31489.0,rezsi,19,kozeposztaly,alap,rezsi koltseg,demo,True,True,szukseglet,utalÃ¡s,Banki utalÃ¡s,HUF,"fix, rezsi",,272393,79646,417401,769440
2024-06-30,2024-06,26,6,31_20240630_4551,-3500.0,etterem,31,kozeposztaly,vagy,Ratione beatae quo.,demo,False,False,luxus,web,helyi etterem,HUF,extra,,122272,109728,342838,574838
2024-06-30,2024-06,26,6,44_20240630_4528,-39918.0,elelmiszer,44,magas_jov,alap,elelmiszer koltseg,demo,True,True,szukseglet,utalÃ¡s,Banki utalÃ¡s,HUF,"fix, rezsi",,-122940,288241,710616,875917
2024-06-30,2024-06,26,6,1_20240630_2406,-3200.0,ruha,1,alacsony_jov,vagy,In sunt eveniet.,demo,False,False,luxus,web,Decathlon,HUF,szorakozas,,547196,51944,210401,809541
2024-06-30,2024-06,26,6,14_20240630_5341,-4100.0,kave,14,kozeposztaly,impulzus,Ad harum possimus.,manualis,False,False,luxus,web,Starbucks,HUF,szorakozas,,-82792,154847,229447,301502
2024-06-30,2024-06,26,6,45_20240630_7830,-45711.0,elelmiszer,45,magas_jov,alap,elelmiszer koltseg,demo,True,True,szukseglet,utalÃ¡s,Banki utalÃ¡s,HUF,"fix, rezsi",,316908,254896,288336,860140
2024-06-30,2024-06,26,6,34_20240630_3003,-3400.0,etterem,34,kozeposztaly,vagy,Modi.,demo,False,False,luxus,bolt,helyi etterem,HUF,szorakozas,,381332,128913,154798,665043
2024-06-30,2024-06,26,6,45_20240630_8011,-5900.0,kave,45,magas_jov,impulzus,Ea neque.,import,False,False,luxus,web,Costa,HUF,napi rutin,,-43992,254896,381136,592040
2024-06-30,2024-06,26,6,34_20240630_3317,-6600.0,kave,34,kozeposztaly,impulzus,Illum odit omnis.,import,False,False,luxus,bolt,Costa,HUF,napi rutin,,278032,145513,154798,578343
2024-06-30,2024-06,26,6,11_20240630_3835,-3100.0,etterem,11,kozeposztaly,vagy,Illum fugit dolorem.,manualis,False,False,luxus,web,McDonald's,HUF,extra,,35584,285123,122242,442949
2024-06-30,2024-06,26,6,9_20240630_1294,-2600.0,kave,9,alacsony_jov,impulzus,Asperiores perferendis exercitationem.,import,False,False,luxus,bolt,Starbucks,HUF,szorakozas,,446364,51576,63806,561746
2024-06-30,2024-06,26,6,35_20240630_7811,-35413.0,rezsi,35,kozeposztaly,alap,rezsi koltseg,demo,True,True,szukseglet,utalÃ¡s,Banki utalÃ¡s,HUF,"fix, rezsi",,137991,142467,188341,468799
2024-06-30,2024-06,26,6,36_20240630_9943,-163624.0,lakber,36,magas_jov,alap,lakber koltseg,demo,True,True,szukseglet,utalÃ¡s,Banki utalÃ¡s,HUF,"fix, rezsi",,-155959,478415,705375,1027831
2024-06-30,2024-06,26,6,8_20240630_5786,-3100.0,etterem,8,alacsony_jov,vagy,Est.,import,False,False,luxus,bolt,helyi etterem,HUF,extra,,218512,29711,230639,478862
2024-06-30,2024-06,26,6,34_20240630_2413,-30117.0,rezsi,34,kozeposztaly,alap,rezsi koltseg,demo,True,True,szukseglet,utalÃ¡s,Banki utalÃ¡s,HUF,"fix, rezsi",,416277,128913,154798,699988
2024-06-30,2024-06,26,6,36_20240630_9457,-6500.0,kave,36,magas_jov,impulzus,Incidunt earum tempora.,demo,False,False,luxus,bolt,Starbucks,HUF,szorakozas,,-577948,478415,795375,695842
2024-06-30,2024-06,26,6,49_20240630_6537,-8761.0,kozlekedes,49,arerzekeny,alap,kozlekedes koltseg,demo,True,True,szukseglet,utalÃ¡s,Banki utalÃ¡s,HUF,"fix, rezsi",,1217922,48226,139105,1405253
2024-06-30,2024-06,26,6,5_20240630_1475,-700.0,snack,5,alacsony_jov,impulzus,Alias suscipit.,import,False,False,luxus,bolt,Spar,HUF,napi rutin,,336072,23959,87683,447714
2024-06-30,2024-06,26,6,37_20240630_4382,-5000.0,etterem,37,magas_jov,vagy,Ut temporibus.,demo,False,False,luxus,bolt,McDonald's,HUF,szorakozas,,227084,203907,301404,732395
2024-06-30,2024-06,26,6,4_20240630_1915,-2700.0,kave,4,alacsony_jov,impulzus,Debitis delectus ad.,import,False,False,luxus,bolt,helyi kavezo,HUF,napi rutin,,329056,75668,101996,506720
2024-06-30,2024-06,26,6,48_20240630_5689,-75623.0,lakber,48,arerzekeny,alap,lakber koltseg,demo,True,True,szukseglet,utalÃ¡s,Banki utalÃ¡s,HUF,"fix, rezsi",,1109088,58877,78970,1246935
2024-06-30,2024-06,26,6,3_20240630_6482,-1500.0,apro vasarlas,3,alacsony_jov,impulzus,Facere accusantium ipsa.,demo,False,False,luxus,bolt,helyi bolt,HUF,extra,,296456,54689,153427,504572
2024-06-30,2024-06,26,6,3_20240630_4126,-24863.0,elelmiszer,3,alacsony_jov,alap,elelmiszer koltseg,demo,True,True,szukseglet,utalÃ¡s,Banki utalÃ¡s,HUF,"fix, rezsi",,334556,53689,153427,541672
2024-06-30,2024-06,26,6,2_20240630_4912,-9837.0,kozlekedes,2,alacsony_jov,alap,kozlekedes koltseg,demo,True,True,szukseglet,utalÃ¡s,Banki utalÃ¡s,HUF,"fix, rezsi",,330900,23512,35131,389543
2024-06-30,2024-06,26,6,2_20240630_1306,-67870.0,lakber,2,alacsony_jov,alap,lakber koltseg,demo,True,True,szukseglet,utalÃ¡s,Banki utalÃ¡s,HUF,"fix, rezsi",,362161,23512,35131,420804
2024-06-30,2024-06,26,6,49_20240630_2523,-33948.0,rezsi,49,arerzekeny,alap,rezsi koltseg,demo,True,True,szukseglet,utalÃ¡s,Banki utalÃ¡s,HUF,"fix, rezsi",,1226683,48226,139105,1414014
2024-06-30,2024-06,26,6,12_20240630_3877,-34010.0,rezsi,12,kozeposztaly,alap,rezsi koltseg,demo,True,True,szukseglet,utalÃ¡s,Banki utalÃ¡s,HUF,"fix, rezsi",,166315,204487,209595,580397
2024-06-30,2024-06,26,6,27_20240630_3139,-10916.0,kozlekedes,27,kozeposztaly,alap,kozlekedes koltseg,demo,True,True,szukseglet,utalÃ¡s,Banki utalÃ¡s,HUF,"fix, rezsi",,167359,124773,240820,532952
2024-06-30,2024-06,26,6,33_20240630_8297,-6600.0,ruha,33,kozeposztaly,vagy,Voluptatum modi pariatur.,import,False,False,luxus,bolt,H&M,HUF,extra,,185836,157991,193723,537550
2024-06-30,2024-06,26,6,13_20240630_5222,-2100.0,apro vasarlas,13,kozeposztaly,impulzus,Omnis nobis quis.,import,False,False,luxus,bolt,piac,HUF,extra,,44784,134385,261293,440462
2024-06-30,2024-06,26,6,33_20240630_4572,0.0,megtakaritas,33,kozeposztaly,megtakaritas,19500Ft -> befektetes,manualis,True,False,megtakaritas,bolt,OTP,HUF,havi fix,gyerek,136036,177491,193723,507250
2024-06-30,2024-06,26,6,14_20240630_3679,-96379.0,lakber,14,kozeposztaly,alap,lakber koltseg,demo,True,True,szukseglet,utalÃ¡s,Banki utalÃ¡s,HUF,"fix, rezsi",,112148,154847,209847,476842
2024-07-01,2024-06,27,0,24_20240701_4757,-2800.0,kutyu,24,kozeposztaly,vagy,Harum provident non.,manualis,False,False,luxus,web,Media Markt,HUF,szorakozas,,165136,155833,344308,665277
2024-07-01,2024-06,27,0,5_20240701_9195,-2000.0,apro vasarlas,5,alacsony_jov,impulzus,Debitis saepe.,import,False,False,luxus,bolt,piac,HUF,extra,,325972,23959,87683,437614
2024-07-01,2024-06,27,0,47_20240701_1516,-20998.0,rezsi,47,arerzekeny,alap,rezsi koltseg,demo,True,True,szukseglet,utalÃ¡s,Banki utalÃ¡s,HUF,"fix, rezsi",,1337925,49536,85894,1473355
2024-07-01,2024-06,27,0,6_20240701_5419,-53349.0,lakber,6,alacsony_jov,alap,lakber koltseg,demo,True,True,szukseglet,utalÃ¡s,Banki utalÃ¡s,HUF,"fix, rezsi",,736255,57936,114785,908976
2024-07-01,2024-06,27,0,6_20240701_8250,0.0,megtakaritas,6,alacsony_jov,megtakaritas,7100Ft -> befektetes,demo,True,False,megtakaritas,web,OTP,HUF,havi fix,veszhelyzet,677240,65036,114785,857061
2024-07-01,2024-06,27,0,17_20240701_6524,-3500.0,mozi,17,kozeposztaly,vagy,Doloremque labore nemo.,import,False,False,luxus,bolt,Art Mozi,HUF,luxus,,56620,96026,387445,540091
2024-07-01,2024-06,27,0,23_20240701_7648,-5700.0,utazas,23,kozeposztaly,vagy,Dicta quia.,import,False,False,luxus,web,Airbnb,HUF,nyaralas,nyaralas,117804,132512,305662,555978
2024-07-01,2024-07,27,0,7_20240701_9225,219565.0,fizetes,7,alacsony_jov,bevetel,havi fizetes,demo,True,False,bevetel,utalas,Banki utalas,HUF,"jovedelem, fix",,870255,15830,136640,1022725
2024-07-01,2024-06,27,0,23_20240701_1155,-4900.0,mozi,23,kozeposztaly,vagy,Soluta.,manualis,False,False,luxus,bolt,Cinema City,HUF,szorakozas,,142304,132512,305662,580478
2024-07-01,2024-06,27,0,23_20240701_8349,-11295.0,kozlekedes,23,kozeposztaly,alap,kozlekedes koltseg,demo,True,True,szukseglet,utalÃ¡s,Banki utalÃ¡s,HUF,"fix, rezsi",,190337,132512,305662,628511
2024-07-01,2024-06,27,0,16_20240701_1327,-98989.0,lakber,16,kozeposztaly,alap,lakber koltseg,demo,True,True,szukseglet,utalÃ¡s,Banki utalÃ¡s,HUF,"fix, rezsi",,192077,265279,80023,537379
2024-07-01,2024-06,27,0,7_20240701_4981,-58667.0,lakber,7,alacsony_jov,alap,lakber koltseg,demo,True,True,szukseglet,utalÃ¡s,Banki utalÃ¡s,HUF,"fix, rezsi",,878227,22210,137290,1037727
