url,title,price,area_m2,floor,rooms,location,Típus,scrape_date,listing_type,Szintek száma,Állapot,Fűtés,Erkély,Energetikai besorolás,Építés éve,Átlagos rezsiköltség,Napelem,Terasz
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xiii-kerulet-angyalfold/8686807?page=2&pos=2&cr=88,Budapest XIII. kerület kiadó téglalakás 2 szobás: 270 ezer Ft,270.0,40.0,5. emelet,2.0,"Budapest XIII. kerület, Angyalföld",Téglalakás,2025-09-05,rental,6.0,Újszerű,Házközponti,12 m²,A,2013.0,10 000 Ft/hó,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-viii-kerulet/8692122?page=2&pos=4&cr=80,Budapest VIII. kerület kiadó téglalakás 1 szobás: 210 ezer Ft,210.0,30.0,földszint,1.0,Budapest VIII. kerület,Téglalakás,2025-09-05,rental,5.0,Felújított,Elektromos,,Nem adta meg a hirdető,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xiv-kerulet/8469246?page=2&pos=6&cr=80,Budapest XIV. kerület kiadó téglalakás 1 szobás: 300 ezer Ft,300.0,65.0,tetőtér,1.0,Budapest XIV. kerület,Téglalakás,2025-09-05,rental,,Jó állapotú,Gázkazán,4 m²,Nem adta meg a hirdető,1904.0,,Nincs,
https://www.zenga.hu/ingatlan/kiado-panellakas-budapest-viii-kerulet/8662571?page=2&pos=5&cr=80,Budapest VIII. kerület kiadó panellakás 1+2 fél szobás: 260 ezer Ft,260.0,58.0,3. emelet,1.0,Budapest VIII. kerület,Panellakás,2025-09-05,rental,,Jó állapotú,Házközponti fűtés egyedi méréssel,3 m²,Nem adta meg a hirdető,1986.0,,Nincs,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-iii-kerulet-csillaghegy/8682555?page=2&pos=8&cr=80,Budapest III. kerület kiadó téglalakás 3 szobás: 385 ezer Ft,385.0,68.0,1. emelet,3.0,"Budapest III. kerület, Csillaghegy",Téglalakás,2025-09-05,rental,2.0,Újszerű,Hőszivattyú,16 m²,A+,2021.0,75 000 Ft/hó,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xiii-kerulet-loportardulo/8675563?page=1&pos=18&cr=100,Budapest XIII. kerület kiadó téglalakás 2 szobás: 280 ezer Ft,280.0,45.0,1. emelet,,"Budapest IX. kerület, Középső Ferencváros, viola utca 45",Társasházi lakás,2025-09-05,rental,6.0,Újszerű,Házközponti fűtés egyedi méréssel,,Nem adta meg a hirdető,,35 000 Ft/hó,,8 m²
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xx-kerulet-pesterzsebet/8655542?page=2&pos=9&cr=79,Budapest XX. kerület kiadó téglalakás 2 szobás: 250 ezer Ft,250.0,55.0,2. emelet,2.0,"Budapest XX. kerület, Pesterzsébet, Baross utca",Téglalakás,2025-09-05,rental,3.0,Felújított,Gázkazán,4 m²,Nem adta meg a hirdető,,,,
https://www.zenga.hu/ingatlan/kiado-tarsashazi-lakas-budapest-ix-kerulet-kozepso-ferencvaros/8662521?page=2&pos=7&cr=80,Budapest IX. kerület kiadó társasházi lakás 2+1 fél szobás: 280 ezer Ft,280.0,63.0,6. emelet,2.0,"Budapest IX. kerület, Középső Ferencváros, viola utca 45",Társasházi lakás,2025-09-05,rental,6.0,Újszerű,Házközponti fűtés egyedi méréssel,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xiv-kerulet-istvanmezo/8691879?page=2&pos=10&cr=78,Budapest XIV. kerület kiadó téglalakás 1 szobás: 210 ezer Ft,210.0,46.0,1. emelet,1.0,"Budapest XIV. kerület, Istvánmező, Stefánia út",Téglalakás,2025-09-05,rental,4.0,Jó állapotú,Elektromos,3 m²,F,,18 000 Ft/hó,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-vi-kerulet/8684805?page=2&pos=11&cr=76,Budapest VI. kerület kiadó téglalakás 2 szobás: 270 ezer Ft,270.0,42.0,3. emelet,2.0,"Budapest VI. kerület, Dessewffy utca 26/B",Téglalakás,2025-09-05,rental,5.0,Újszerű,Gázkazán,,Nem adta meg a hirdető,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-vii-kerulet-nagykoruton-kivuli-terulet/8662455?page=2&pos=13&cr=75,Budapest VII. kerület kiadó téglalakás 1+1 fél szobás: 250 ezer Ft,250.0,44.0,1. emelet,1.0,"Budapest VII. kerület, Külső-Erzsébetváros, Jósika utca 10.",Téglalakás,2025-09-05,rental,1.0,Felújított,Hőszivattyú,,Nem adta meg a hirdető,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-viii-kerulet-magdolnanegyed/8686081?page=2&pos=12&cr=75,Budapest VIII. kerület kiadó téglalakás 2 szobás: 250 ezer Ft,250.0,42.0,földszint,2.0,"Budapest VIII. kerület, Magdolnanegyed, Karácsony Sándor utca",Téglalakás,2025-09-05,rental,3.0,Felújított,Egyéb,,Nem adta meg a hirdető,,,,
https://www.zenga.hu/ingatlan/kiado-panellakas-budapest-xiv-kerulet-alsorakos/8598950?page=2&pos=14&cr=75,Budapest XIV. kerület kiadó panellakás 2 szobás: 280 ezer Ft,280.0,50.0,földszint,2.0,"Budapest XIV. kerület, Alsórákos, Ormánság utca 11",Panellakás,2025-09-05,rental,4.0,Felújított,Távfűtés,4 m²,G,1972.0,10 000 Ft/hó,Nincs,
https://www.zenga.hu/ingatlan/kiado-tarsashazi-lakas-budapest-viii-kerulet-palotanegyed/8686031?page=2&pos=15&cr=75,Budapest VIII. kerület kiadó társasházi lakás 2+2 fél szobás: 490 ezer Ft,490.0,93.0,6. emelet,2.0,"Budapest VIII. kerület, Palotanegyed, Vas utca",Társasházi lakás,2025-09-05,rental,7.0,Felújított,Házközponti,5 m²,Nem adta meg a hirdető,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-vii-kerulet-ligetvaros/8606943?page=2&pos=16&cr=75,Budapest VII. kerület kiadó téglalakás 1+1 fél szobás: 209 ezer Ft,209.0,35.0,2. emelet,1.0,"Budapest VII. kerület, Ligetváros, István utca 18.",Téglalakás,2025-09-05,rental,4.0,Felújított,Gázkazán,1 m²,Nem adta meg a hirdető,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xiii-kerulet-angyalfold/8686076?page=2&pos=17&cr=75,Budapest XIII. kerület kiadó téglalakás 2 szobás: 220 ezer Ft,220.0,40.0,földszint,2.0,"Budapest XIII. kerület, Angyalföld, Mosoly utca",Téglalakás,2025-09-05,rental,4.0,Felújított,Elektromos,,Nem adta meg a hirdető,,35 000 Ft/hó,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xiii-kerulet-ujlipotvaros/8677428?page=2&pos=18&cr=75,Budapest XIII. kerület kiadó téglalakás 2+1 fél szobás: 230 ezer Ft,230.0,67.0,3. emelet,2.0,"Budapest XIII. kerület, Újlipótváros",Téglalakás,2025-09-05,rental,5.0,Átlagos,Gázkazán,,Nem adta meg a hirdető,1900.0,,Nincs,
https://www.zenga.hu/ingatlan/kiado-panellakas-budapest-iii-kerulet-bekasmegyer/8670689?page=2&pos=19&cr=75,Budapest III. kerület kiadó panellakás 3 szobás: 290 ezer Ft,290.0,70.0,9. emelet,3.0,"Budapest III. kerület, Békásmegyer, Boglár utca 2.",Panellakás,2025-09-05,rental,10.0,Felújított,Házközponti fűtés egyedi méréssel,,EE (2016-2023-as besorolás),,45 000 Ft/hó,,
https://www.zenga.hu/ingatlan/kiado-panellakas-budapest-xiv-kerulet/8669492?page=2&pos=20&cr=75,Budapest XIV. kerület kiadó panellakás 3 szobás: 300 ezer Ft,300.0,68.0,1. emelet,3.0,"Budapest XIV. kerület, Ond vezér 27",Panellakás,2025-09-05,rental,10.0,Felújított,Távfűtés,3 m²,A+,,50 000 Ft/hó,Nincs,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xiii-kerulet/8663649?page=3&pos=1&cr=75,Budapest XIII. kerület kiadó téglalakás 2 szobás,356.0,74.0,2. emelet,2.0,Budapest XIII. kerület,Téglalakás,2025-09-05,rental,7.0,Újszerű,Gázkazán,12 m²,Nem adta meg a hirdető,2003.0,50 000 Ft/hó,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-i-kerulet-vizivaros-i-ker/8677531?page=3&pos=2&cr=75,Budapest I. kerület kiadó téglalakás 1 szobás: 230 ezer Ft,230.0,31.0,földszint,1.0,"Budapest I. kerület, Víziváros I. ker., Szabó Ilonka utca",Téglalakás,2025-09-05,rental,3.0,Felújított,Gáz (konvektor),,Nem adta meg a hirdető,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xiv-kerulet-kiszuglo/8677522?page=3&pos=3&cr=75,Budapest XIV. kerület kiadó téglalakás 4+1 fél szobás: 900 ezer Ft,900.0,125.0,1. emelet,4.0,"Budapest XIV. kerület, Kiszugló",Téglalakás,2025-09-05,rental,1.0,Új építésű,Házközponti fűtés egyedi méréssel,27 m²,A+,2023.0,,,
https://www.zenga.hu/ingatlan/kiado-tarsashazi-lakas-budapest-xiii-kerulet-vizafogo/8675390?page=3&pos=4&cr=75,Budapest XIII. kerület kiadó társasházi lakás 2 szobás: 295 ezer Ft,295.0,49.0,6. emelet,2.0,"Budapest XIII. kerület, Vizafogó, Dagálysétány",Társasházi lakás,2025-09-05,rental,8.0,Új építésű,Hőszivattyú,4 m²,A+++,,,Nincs,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-ii-kerulet/8670534?page=3&pos=5&cr=75,Budapest II. kerület kiadó téglalakás 1 szobás: 249 ezer Ft,249.0,42.0,1. emelet,1.0,"Budapest II. kerület, Hűvösvölgyi út 10",Téglalakás,2025-09-05,rental,3.0,Felújított,Gázkazán,,Nem adta meg a hirdető,,40 000 Ft/hó,,6 m²
https://www.zenga.hu/ingatlan/kiado-csusztatott-zsalus-lakas-budapest-xiv-kerulet-alsorakos/8657370?page=3&pos=6&cr=75,Budapest XIV. kerület kiadó csúsztatott zsalus lakás 2+1 fél szobás: 240 ezer Ft,240.0,57.0,2. emelet,2.0,"Budapest XIV. kerület, Alsórákos",Csúsztatott zsalus lakás,2025-09-05,rental,5.0,Felújított,Házközponti,6 m²,Nem adta meg a hirdető,,,,
https://www.zenga.hu/ingatlan/kiado-csusztatott-zsalus-lakas-budapest-ii-kerulet/8628393?page=3&pos=7&cr=75,Budapest II. kerület kiadó csúsztatott zsalus lakás 2 szobás: 240 ezer Ft,240.0,56.0,4. emelet,2.0,Budapest II. kerület,Csúsztatott zsalus lakás,2025-09-05,rental,4.0,Felújított,Házközponti,"2,5 m²",Nem adta meg a hirdető,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-v-kerulet-belvaros/8620809?page=3&pos=10&cr=70,Budapest V. kerület kiadó téglalakás 3 szobás: 436 ezer Ft,436.0,98.0,5. emelet,3.0,"Budapest V. kerület, Belváros",Téglalakás,2025-09-05,rental,6.0,Felújított,Gázkazán,,Nem adta meg a hirdető,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-v-kerulet-belvaros/8648959?page=3&pos=9&cr=71,Budapest V. kerület kiadó téglalakás 2 szobás: 700 ezer Ft,700.0,102.0,2. emelet,2.0,"Budapest V. kerület, Belváros",Téglalakás,2025-09-05,rental,5.0,Felújított,Házközponti,,Nem adta meg a hirdető,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-ii-kerulet-vizivaros-ii-ker/8429761?page=3&pos=13&cr=60,Budapest II. kerület kiadó téglalakás 4 szobás: 911 ezer Ft,911.0,93.0,5. emelet,4.0,"Budapest II. kerület, Víziváros II. ker, Csalogány utca 43.",Téglalakás,2025-09-05,rental,5.0,Újszerű,Mennyezeti hűtés-fűtés,,Nem adta meg a hirdető,2020.0,,,16 m²
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-ii-kerulet-verhalom/8482367?page=3&pos=14&cr=60,"Budapest II. kerület kiadó téglalakás 7 szobás: 1,19 millió Ft",1.19,220.0,földszint,7.0,"Budapest II. kerület, Vérhalom, Vend u 26.",Téglalakás,2025-09-05,rental,2.0,Felújított,Gázkazán,,Nem adta meg a hirdető,1995.0,,,24 m²
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-i-kerulet-vizivaros-i-ker/8686045?page=3&pos=12&cr=60,Budapest I. kerület kiadó téglalakás 1 szobás: 195 ezer Ft,195.0,30.0,földszint,1.0,"Budapest I. kerület, Víziváros I. ker., Ostrom utca",Téglalakás,2025-09-05,rental,3.0,Felújított,Elektromos,,Nem adta meg a hirdető,,30 000 Ft/hó,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-viii-kerulet-corvin-negyed/8660121?page=3&pos=11&cr=65,Budapest VIII. kerület kiadó téglalakás 2 szobás: 260 ezer Ft,260.0,46.0,5. emelet,2.0,"Budapest VIII. kerület, Corvin negyed, Nagytemplom",Téglalakás,2025-09-05,rental,9.0,Jó állapotú,Házközponti fűtés egyedi méréssel,3 m²,C,2009.0,,,
https://www.zenga.hu/ingatlan/kiado-tarsashazi-lakas-budapest-x-kerulet/8324106?page=3&pos=8&cr=75,Budapest X. kerület kiadó társasházi lakás 1+1 fél szobás: 245 ezer Ft,245.0,47.0,1. emelet,1.0,Budapest X. kerület,Társasházi lakás,2025-09-05,rental,6.0,Új építésű,,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xiii-kerulet-ujlipotvaros/8682535?page=3&pos=15&cr=56,Budapest XIII. kerület kiadó téglalakás 2 szobás: 300 ezer Ft,300.0,78.0,1. emelet,2.0,"Budapest XIII. kerület, Újlipótváros, Hegedűs Gyula u. 24.",Téglalakás,2025-09-05,rental,4.0,Felújított,Távfűtés,3 m²,Nem adta meg a hirdető,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-vi-kerulet-nagykoruton-kivuli-terulet/6836225?page=3&pos=16&cr=56,Budapest VI. kerület kiadó téglalakás 3 szobás: 350 ezer Ft,350.0,66.0,6. emelet,3.0,"Budapest VI. kerület, Nagykörúton kívüli terület, Szív utca",Téglalakás,2025-09-05,rental,7.0,Újszerű,Gázkazán,,Nem adta meg a hirdető,2014.0,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-viii-kerulet-palotanegyed/8677662?page=3&pos=17&cr=55,Budapest VIII. kerület kiadó téglalakás 1+1 fél szobás: 239 ezer Ft,239.0,56.0,1. emelet,1.0,"Budapest VIII. kerület, Palotanegyed",Téglalakás,2025-09-05,rental,4.0,Jó állapotú,Gáz (héra),,Nem adta meg a hirdető,,16 000 Ft/hó,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xi-kerulet-lagymanyos/8657377?page=3&pos=18&cr=55,Budapest XI. kerület kiadó téglalakás 1 szobás: 180 ezer Ft,180.0,29.0,földszint,1.0,"Budapest XI. kerület, Lágymányos",Téglalakás,2025-09-05,rental,6.0,Jó állapotú,Távfűtés,,F,,30 000 Ft/hó,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-vii-kerulet-nagykoruton-kivuli-terulet/8686872?page=3&pos=19&cr=55,Budapest VII. kerület kiadó téglalakás 2 szobás,267.0,44.0,1. emelet,2.0,"Budapest VII. kerület, Külső-Erzsébetváros",Téglalakás,2025-09-05,rental,6.0,Felújított,Hőszivattyú,,Nem adta meg a hirdető,,25 000 Ft/hó,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xi-kerulet-szentimrevaros/8676952?page=4&pos=1&cr=55,Budapest XI. kerület kiadó téglalakás 2+1 fél szobás: 420 ezer Ft,420.0,100.0,4. emelet,2.0,"Budapest XI. kerület, Szentimreváros, Ábel Jenő utca 1",Téglalakás,2025-09-05,rental,4.0,Felújított,Gázkazán,,Nem adta meg a hirdető,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-ii-kerulet-vizivaros-ii-ker/8650159?page=4&pos=2&cr=55,Budapest II. kerület kiadó téglalakás 2 szobás: 330 ezer Ft,330.0,55.0,2. emelet,2.0,"Budapest II. kerület, Víziváros II. ker",Téglalakás,2025-09-05,rental,5.0,Újszerű,Házközponti,3 m²,Nem adta meg a hirdető,1938.0,12 000 Ft/hó,,
https://www.zenga.hu/ingatlan/kiado-panellakas-budapest-xi-kerulet-kelenfold/8678033?page=4&pos=3&cr=55,Budapest XI. kerület kiadó panellakás 2 szobás: 240 ezer Ft,240.0,50.0,2. emelet,2.0,"Budapest XI. kerület, Kelenföld, Etele ut 60",Panellakás,2025-09-05,rental,6.0,Felújított,Házközponti fűtés egyedi méréssel,,F,1965.0,35 000 Ft/hó,,
https://www.zenga.hu/ingatlan/kiado-csusztatott-zsalus-lakas-budapest-ix-kerulet-jozsef-attila-lakotelep/8677421?page=4&pos=4&cr=55,Budapest IX. kerület kiadó csúsztatott zsalus lakás 2 szobás: 190 ezer Ft,190.0,54.0,1. emelet,2.0,"Budapest IX. kerület, József Attila lakótelep, Epreserdő",Csúsztatott zsalus lakás,2025-09-05,rental,5.0,Jó állapotú,Távfűtés,3 m²,A+,1960.0,40 000 Ft/hó,Nincs,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xi-kerulet-gellerthegy/8684963?page=3&pos=20&cr=55,Budapest XI. kerület kiadó téglalakás 3 szobás: 280 ezer Ft,280.0,76.0,2. emelet,3.0,"Budapest XI. kerület, Gellérthegy",Téglalakás,2025-09-05,rental,2.0,Felújított,,,,,,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xiii-kerulet-ujlipotvaros/8670562?page=4&pos=7&cr=55,Budapest XIII. kerület kiadó téglalakás 1+1 fél szobás,293.0,50.0,4. emelet,1.0,"Budapest XIII. kerület, Újlipótváros",Téglalakás,2025-09-05,rental,4.0,Felújított,Távfűtés egyedi méréssel,3 m²,Nem adta meg a hirdető,,20 000 Ft/hó,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-iii-kerulet-obuda/8668513?page=4&pos=8&cr=55,Budapest III. kerület kiadó téglalakás 3 szobás: 360 ezer Ft,360.0,85.0,földszint,3.0,"Budapest III. kerület, Óbuda, Selmeci utca 3",Téglalakás,2025-09-05,rental,4.0,Felújított,Gázkazán,,C,,25 000 Ft/hó,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xi-kerulet-infopark/8657359?page=4&pos=9&cr=55,Budapest XI. kerület kiadó téglalakás 1 szobás: 225 ezer Ft,225.0,44.0,3. emelet,1.0,"Budapest XI. kerület, Infopark, Baranyai u 22",Téglalakás,2025-09-05,rental,5.0,Újszerű,Távfűtés egyedi méréssel,,A+,1970.0,13 000 Ft/hó,Nincs,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-vi-kerulet-diplomatanegyed/8384641?page=4&pos=10&cr=55,Budapest VI. kerület kiadó téglalakás 1 szobás: 210 ezer Ft,210.0,30.0,félemelet,1.0,"Budapest VI. kerület, Diplomatanegyed, Városligeti fasor 8",Téglalakás,2025-09-05,rental,2.0,Jó állapotú,Házközponti,,Nem adta meg a hirdető,1937.0,22 000 Ft/hó,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-x-kerulet-ohegy/8675661?page=4&pos=5&cr=55,Budapest X. kerület kiadó téglalakás 2+1 fél szobás: 198 ezer Ft,198.0,56.0,földszint,2.0,"Budapest X. kerület, Óhegy",,2025-09-05,rental,,,,,,,,,
https://www.zenga.hu/ingatlan/kiado-tarsashazi-lakas-budapest-ix-kerulet-belso-ferencvaros/8513815?page=4&pos=11&cr=55,Budapest IX. kerület kiadó társasházi lakás 1+1 fél szobás: 250 ezer Ft,250.0,63.0,1. emelet,1.0,"Budapest IX. kerület, Belső Ferencváros",Társasházi lakás,2025-09-05,rental,3.0,Átlagos,Egyéb,,FF (2016-2023-as besorolás),,,Nincs,
https://www.zenga.hu/ingatlan/kiado-tarsashazi-lakas-budapest-vii-kerulet-ligetvaros/8661408?page=4&pos=12&cr=55,Budapest VII. kerület kiadó társasházi lakás 3 szobás: 360 ezer Ft,360.0,69.0,3. emelet,3.0,"Budapest VII. kerület, Ligetváros, 46",Társasházi lakás,2025-09-05,rental,4.0,Felújított,Gázkazán,20 m²,Nem adta meg a hirdető,,,,
https://www.zenga.hu/ingatlan/kiado-tarsashazi-lakas-budapest-xi-kerulet/8614262?page=4&pos=14&cr=51,Budapest XI. kerület kiadó társasházi lakás 3 szobás: 390 ezer Ft,390.0,63.0,1. emelet,3.0,"Budapest XI. kerület, Királyleányka utca",Társasházi lakás,2025-09-05,rental,,Újszerű,Gázkazán,,Nem adta meg a hirdető,,,Nincs,
https://www.zenga.hu/ingatlan/kiado-tarsashazi-lakas-budapest-iv-kerulet/8612889?page=4&pos=15&cr=51,Budapest IV. kerület kiadó társasházi lakás 2 szobás: 200 ezer Ft,200.0,56.0,3. emelet,2.0,"Budapest IV. kerület, Bródy utca",Társasházi lakás,2025-09-05,rental,,Újszerű,Gáz (konvektor),,Nem adta meg a hirdető,,,Nincs,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xii-kerulet/8482464?page=4&pos=16&cr=50,"Budapest XII. kerület kiadó téglalakás 4 szobás: 1,6 millió Ft",1.6,150.0,1. emelet,4.0,Budapest XII. kerület,Téglalakás,2025-09-05,rental,,Felújított,Gázkazán,,Nem adta meg a hirdető,1990.0,,,
https://www.zenga.hu/ingatlan/kiado-tarsashazi-lakas-budapest-i-kerulet-krisztinavaros-i-ker/8691809?page=4&pos=17&cr=50,Budapest I. kerület kiadó társasházi lakás 3 szobás: 634 ezer Ft,634.0,80.0,1. emelet,3.0,"Budapest I. kerület, Krisztinaváros I. ker.",Társasházi lakás,2025-09-05,rental,7.0,Felújított,Gázkazán,4 m²,C,1915.0,45 000 Ft/hó,,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-xii-kerulet-nemetvolgy/8688468?page=4&pos=19&cr=50,Budapest XII. kerület kiadó téglalakás 2 szobás: 440 ezer Ft,440.0,53.0,4. emelet,2.0,"Budapest XII. kerület, Németvölgy, Királyhágó tér",Téglalakás,2025-09-05,rental,7.0,Új építésű,Mennyezeti hűtés-fűtés,12 m²,A++,2025.0,25 000 Ft/hó,Nincs,
https://www.zenga.hu/ingatlan/kiado-teglalakas-budapest-i-kerulet/8274844?page=4&pos=18&cr=50,Budapest I. kerület kiadó téglalakás 4 szobás: 591 ezer Ft,591.0,150.0,3. emelet,4.0,Budapest I. kerület,Téglalakás,2025-09-05,rental,4.0,Felújított,Gázkazán,,,1950.0,,,
