tcdb_id,title,soldprice,solddate,seller_name,seller_sales,seller_rating,link,soldprice_fact,solddate_dt,matched_text,match_score,card_id
334285.0,2022-23 Panini Select Mohamed Ali Cho Rookie RC Autograph France Real Sociedad,$6.00,"Mar 12, 2025",topstox-official,41101,99.4,https://www.ebay.com/itm/365446744889?_skw=2022-23+Topps+Mohamed+Ali+Cho&epid=8060316951&itmmeta=01JV1WEBXJSW6EMV5W1TH32WW0&hash=item551652cb39:g:I2IAAOSwtN1ny6UI&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1dC0syRSzyh2wyRTExYwoK1HXR--7K7zZWvgduOxo8nCHd%2BIXpbv4OVI4vqj5F%2Buto46i4jX86K3C4Z1QISxg3NLx2iWTrd5v7qZ5P3PNWoBYYH35TjIJ7sjXsJ1XR5VTRpayEGPgOBBwfudpEnPw5W2T0KPicYodjs3jUr%2BEANguGAxG7h6eoE4aZwAyYQkxEubg7HKjHcDtt%2FhVjOunxgp%2FOeoiER4G4X6PBgprkiyXt6s2X1GfivonI2LoxaVRsdwfphtXLj0hYeESzzVyRe%7Ctkp%3ABk9SR46_ubzYZQ,6.0,2025-03-12,2022-23 Panini Select La Liga - Select Signatures Black #SS-MAC Mohamed-Ali Cho,35.0,21345473.0
372883.0,2022-23 Topps UEFA #A-HH Hákon Arnar Haraldsson Refractor Auto Copenhagen,$3.89,"Mar 6, 2025",robowens,4870,99.9,https://www.ebay.com/itm/256737124420?_skw=2022-23+Topps+H%C3%A1kon+Arnar+Haraldsson&epid=26060323736&itmmeta=01JV1WF2WVXKBJE7ZM2XVSGQ83&hash=item3bc6b9a044:g:zn0AAOSwDRtnTnye&itmprp=enc%3AAQAKAAABAFkggFvd1GGDu0w3yXCmi1cAfj%2BvA2Z6hYcoPzB%2FGwtR9mmOsCU2Sl5SbGPq%2FE%2BJpCJ0i0rtTbP76PYSRyiVYf3WNrgQRmg8L2B6GsE9PMdVkbHwiAbucskPntG1nW%2FclPrTZrE%2FbtvIUdWDm04oCMXP%2ByvtHWl7PddqposUbmUMNKFoibwLQFgOgTZTsTN70T%2Fwsyvsug9s1rwX7YRBHvAxKRvAP6dSCJHdXPRPOkUmPzTfOkwQBqN%2BVUfpZdP1mNdEYVcJHq4mP9c4K%2BMDJpNQ%2B8B8RFewa%2B6R%2BD1X3853omWxheDvbDhQ%2FZ%2BKUfBThfxJ157WTK9QFJrkJgybhk0%3D%7Ctkp%3ABk9SR8SuvLzYZQ,3.89,2025-03-06,2022-23 Topps Chrome UEFA Club Competitions - Aqua Refractor #175 Hákon Arnar Haraldsson,25.0,21715246.0
372883.0,2022-23 Finest UEFA Club Competitions #A-HH Hákon Arnar Haraldsson Autographs BC,$2.73,"Mar 8, 2025",lcmgtradingcardsandcollectables,9705,100.0,https://www.ebay.com/itm/376035155151?_skw=2022-23+Topps+H%C3%A1kon+Arnar+Haraldsson&itmmeta=01JV1WF2WWG0Y7C2QZ6557MC66&hash=item578d711ccf:g:F68AAeSwkoJnw~sV&itmprp=enc%3AAQAKAAABAFkggFvd1GGDu0w3yXCmi1d1M9twcsdVWbEdE2gAB%2FugLsFAUL6%2B2R8WZzaTvE6aGVkPLJzZdTozN6z8ogQjK72c%2BsUmLVhz8Fg8jt%2F2%2FftJTQGtSJLbDW3e%2BWG4LMvYA7cwiDIoAx%2BhGAP6LmmJMFwzCenhPyAF1NqO%2F2p7XTQfxkhtie4VCm5dwrk%2FqqP7p7ViS2unFdOeaiF%2Fo9glPhWxMkYJh5pRvkhi5t5bcTIqnOoWJQVcZL%2Fe424MifNIZg%2Fs2Eap6oK2e3z3BqTYyu9tSfnX6bkzDsz4wjojMevtpGpQmyYWUpN2riEJwT2HvAdl0AsNd8IiZxAKVphS%2FV8%3D%7Ctkp%3ABk9SR8iuvLzYZQ,2.73,2025-03-08,,,
379519.0,Elliot Anderson (RC) 2022-23 Panini Prizm - Premier League  Red Mosaic Prizm SP,$7.95,"Apr 11, 2025",deh36158,646,99.8,https://www.ebay.com/itm/176817359229?_skw=2022-23+Panini+Elliot+Anderson&epid=10059564381&itmmeta=01JV4JGYWCMQYR0V1VTTV3MBF8&hash=item292b22c97d:g:df0AAOSwNgRnnhf6&itmprp=enc%3AAQAKAAABAFkggFvd1GGDu0w3yXCmi1dyxm2FlhZQQ9dCkz8u7tS0u2jVyA2jkjjvZVJ9%2FgzlZgMO2RBPLzKmwsXPRGYy9lmMEh4AoDMQuHzO9oCWYNsE%2B0Aa7E0wzOmWCKkB5cuVf6YD1LwHWzR%2FEnnOQkE%2B%2FQQm0C96kerdzdJ7oj0HwcQQs75BmX0omSU2kMtQEaG6ywoyt5LCp%2BwCGwfugfoCWnQlDi5bdzFiUPJ1k6BVvCFgthyIAQf1%2BoBfJrib7FTLBCEMKoLC2ZcIZlHg4c2pnwQSD3ZI6y2RMrJZXBQTNbN0Iqimj878OQQTl8Gk2aUcepdSfnaQvgZDDLKLKuLnvQY%3D%7Ctkp%3ABk9SR4bvw5LZZQ,7.95,2025-04-11 00:00:00,2022-23 Panini Prizm Premier League - Breakaway Red #182 Elliot Anderson,37.0,21048934.0
379519.0,2022-23 Panini Prizm Premier League Blue /175 Elliot Anderson #182 Rookie RC,$9.50,"Mar 3, 2025",rogoholdings,2682,100,https://www.ebay.com/itm/256097691095?_skw=2022-23+Panini+Elliot+Anderson&epid=12059545710&itmmeta=01JV4JGYWCQX6X5PVY5TFHREE2&hash=item3ba09ca5d7:g:C8IAAOSw~Idkerd4&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1cb6STZXZswjKXOVnC86gK9iaLsNu%2Fzd6Qymm2SHUMy9cUk2W%2FpEAt6KznHTd2WO69tc%2Fi03xdqy1a2VKhgd1a8A3anOCDKMWawp0zizbNsDT%2BmfsZJr4nz7a0PglYxIGNi5eIhVOvDRt%2FkVMKKj83Tn0EHWCky3kbBAiH%2BfRZ%2B9S6DhgDJeKMdP3CxcU%2FnjtjUi9b3dI5ziMgwDdjcUr%2BA9joOdSZkLp%2FzxxJvEsHXHL3dnMENzfnGjFTaA7D0ZZ%2B4HSr%2F9%2BGlampFRpd%2B9yFA%7Ctkp%3ABk9SR4bvw5LZZQ,9.5,2025-03-03 00:00:00,2022-23 Panini Prizm Premier League - Breakaway Blue #182 Elliot Anderson,47.0,21047424.0
379519.0,2022-23 Select EPL Mezzanine Elliot Anderson #187 Rookie RC White Prizm /20,$24.99,"Feb 28, 2025",evolutioncardshopny,431,98.4,https://www.ebay.com/itm/356462618577?_skw=2022-23+Panini+Elliot+Anderson&epid=2331363146&itmmeta=01JV4JGYWCJR4MCRJT039Q58S2&hash=item52fed3e7d1:g:X~cAAOSwbbhnhJXC&itmprp=enc%3AAQAKAAABAFkggFvd1GGDu0w3yXCmi1drVumW4cErYsn9DUcG88Q1CTe4VtqLEshrFgLrV0TdHpg%2BJz31lE2AzmNIx1XWDD8APSIM4--%2BEVcre6qkbhmOwsjHv0SXDg3OeoNDl7kuqGj61Qi1ocw3A1oKPJq%2ByGgqqfihAIJcmdSf7%2FVMM0%2BNu0NyfG1uKswjpIZqlaqeLuHq44YAbfVdx1F5RnV4CjMW76N9sIZ2sunyqiOb5iMadG%2BNu0iHJt93nr66EjuSDNMZEJTOXRIlej0biOVZR7PgZvV%2BS6KMAIQP%2F2OznldYyEAlkLql8%2BSXlcSggWc9SXGkWpHaX5jygxd521ITq48%3D%7Ctkp%3ABk9SR4bvw5LZZQ,24.99,2025-02-28 00:00:00,,,
379519.0,2022-23 Panini Select Premier League Elliot Anderson # 187 RC Red Ice Newcastle,$8.67,"Feb 23, 2025",collectiblecrazeamerica,2954,99.6,https://www.ebay.com/itm/186745385161?_skw=2022-23+Panini+Elliot+Anderson&epid=14060306769&itmmeta=01JV4JGYWC4D9072VY30WRW4BR&hash=item2b7ae470c9:g:DaQAAOSwzTJnGjEw&itmprp=enc%3AAQAKAAABAFkggFvd1GGDu0w3yXCmi1cqKS8TaYkim%2FS2gdVWNAkismvhBnS2vHxLavlGggPYF5nvvrQZI0E0QgiNMxqvwGDEzBZxa1Qd3mAvDiHMsCOvDb5OBMCupMxeGRBz6r9jkNfhGT1dr2zP2ZTyJ6pbJiYmpp5XgRsy4P2xH1nGft3VS4As%2FvNiWdJz0jZHZtJiirykFrkEHXy7MxzmL5oNmVZJSgcU1xXAgEck3dQBWEzlkimwpMGUf%2BuufAQzYIhygZssl9Pj5z582eywodubf3z9F9PDnhajhhgOd%2FU9oIttwALxIETdHykKYIh9NKWwwzXKwSGe5SOMmpz%2FLD5d8R0%3D%7Ctkp%3ABk9SR4jvw5LZZQ,8.67,2025-02-23 00:00:00,2022-23 Panini Select Premier League - Orange Ice #187 Elliot Anderson,37.0,21402651.0
379519.0,2022-23 Panini Select Premier League #187 Elliot Anderson,$1.47,"Feb 23, 2025",double_ds_cards,594,100,https://www.ebay.com/itm/375600115923?_skw=2022-23+Panini+Elliot+Anderson&epid=28060320071&itmmeta=01JV4JGYWCQ8TR2NTZMKAV0SAQ&hash=item577382f0d3:g:SA8AAOSwwz1mws0Y&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1c6UiO7MLN9VDRqL%2FRtoBmfJQ17lcyB0CpJRA%2FtD%2B%2B23QrhxFEGETV0xLoyLENamXl073qtu5%2BrSa5kGrixjW3zlXJB%2FBc5UhWbJ1MxxH0HYkVMF7mCx6g8ub5adIZX3kPL6fMYMlpdL9MGFMQ4yVvcv4pgsmTY%2Fj6bEyk1mPn89JP7A3KPekdThc%2B5XWvJ74njOW1cvizH1jHcCOTfAf6Om9lv2P%2BFIVTSv2TaMUAjEskrWGOK6Gf6szBrlYixAtwzYnlPaakh1PdmDVn6c%2BMM%7Ctkp%3ABk9SR4jvw5LZZQ,1.47,2025-02-23 00:00:00,2022-23 Panini Select Premier League - Black #187 Elliot Anderson,40.0,21401391.0
379519.0,2022-23 Panini Prizm English Premier League #182 Elliot Anderson,$1.59,"Feb 23, 2025",sportyourcards,6640,99.9,https://www.ebay.com/itm/276803566662?_skw=2022-23+Panini+Elliot+Anderson&epid=28059562762&itmmeta=01JV4JGYWCMYTFCX7B3H157EQJ&hash=item4072c73c46:g:rR8AAOSwNI9neMPd&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1cSROA8UOI3kY1UlsTf7LYXDeI9W4b1YVa%2BOtNmUk0n5r1aeA%2FmJjZWJwo5Ro1DwtL%2F92K71vXcYoTIOs87c9%2BFyI95fNCIGqkSbt%2B2FmvrLLb8IZKM3gXFVyQXZvQri0ein7H2MkdLgybbRa5rC9pcGbbaIZlQwHUb0Dz8uPZ3Z1KcNRM%2BuP1D1uASC82tLHL8A%2FTLu18kwtgl4gxrlqQ2KROY5WV%2F7y0fkcDB22LL9WVxY9G556cIPfa0JZT%2FO5BoJIS51OU7hx1i8KnjZDfE%7Ctkp%3ABk9SR4jvw5LZZQ,1.59,2025-02-23 00:00:00,2022-23 Panini Prizm Premier League - Breakaway Black #182 Elliot Anderson,40.0,21047122.0
379519.0,2022-23 Select EPL Mezzanine Elliot Anderson #187 Rookie White Ice /25,$22.99,"May 8, 2025",fiedo-60,135,100,https://www.ebay.com/itm/396302020201?_skw=2022-23+Panini+Elliot+Anderson&epid=24060307869&itmmeta=01JV4JGYWC5GEGNJ05FPCE67BZ&hash=item5c4570ee69:g:bRkAAOSwt-xnzk-i&itmprp=enc%3AAQAKAAABAFkggFvd1GGDu0w3yXCmi1ejDfvqCTvt0jK0sQ%2BbZYVNt7IoUhdfSyhJMfBUqoyjL%2FuoMw09ZSR3eIeMEUruDb0uM%2F9xQtmMR7DKoNxcCD0hy88o027LPiavSWYORjnc38Ty8g2BgFK3RGrX%2FTMrdJBcdydJk1rJXNGAZdiB37ZvrDGLdjKPg1Zs5dYUuLgRf966NKNH5o6E4PsQfGUZILA40vQNnbpt%2Fn3ErTbMPdOq1v50SFIW6iU93ZbPpe40mWuQbX5XWrMEm23nNuOWkZgT030tKEebu8TM%2BYYjAr%2Bi348cZQGGHjhnTvv1%2FWWRlm%2Ft9%2F8wPj71R5HOYKPyN7w%3D%7Ctkp%3ABk9SR4jvw5LZZQ,22.99,2025-05-08 00:00:00,,,
372883.0,2022-23 Finest UEFA Club Competitions #A-HH Hákon Arnar Haraldsson Autographs BC,$2.71,"Mar 8, 2025",lcmgtradingcardsandcollectables,9706,100,https://www.ebay.com/itm/376035155151?_skw=2022-23+Topps+H%C3%A1kon+Arnar+Haraldsson&itmmeta=01JV4JHKYEQG9WKCP5RHCPA3D8&hash=item578d711ccf:g:F68AAeSwkoJnw~sV&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1eSuXejFwQIv%2BlYdc6%2BIJhtUCkUMRbfCUiVCEjnCDIPpjf6EwJ3zooNyNUoyTxUlVnddWfHacNkFVEEjagR0ZCwLcG5zq2sgsFgLfY3wMFoNzDhLvIrGpaAUxEyFxtri%2FA4JbDHqpt9leMDOYqbuP2oqbehwP5tMfOCmW74eXCAvJ4w68QUIUR5RZYJXrR1ZHCPj%2FtXuFxJelWqMqzTafVn5DrUGaFAEI9XI2ZKX5fnb65DQdcdGohYQT%2F6w5UY3glPTbaPXOdp622Xb7cvj1my%7Ctkp%3ABk9SR7C_xpLZZQ,2.71,2025-03-08 00:00:00,,,
413770.0,2024-25 Panini Donruss Optic Yaser Asprilla RC RR Red Prizm 269/299 #177 KT01,$0.45,"May 6, 2025",triumph_sportscards,815,100,https://www.ebay.com/itm/396535464842?_skw=2024-25+Panini+Yaser+Asprilla&epid=5074965940&itmmeta=01JV4JM69MW1CBMCNC5WYP8VQE&hash=item5c535b038a:g:8UQAAOSwFNhnxKYS&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1dqTNK5OvAOgah5afUFyiQNjM1dzHB5XtfJJaKUC1xyAX%2FrBdJ5oeVS66wkQDFJvUmg%2FkdCf%2FLio0PuOL%2BivayeKiEjzN5OKAm2ziNzkaF0DoXYA4lcko2XcMFjSe%2FxKBe47%2FUurCJt5bnNweRl1lu%2BqGoFsKWrXxS4xGmvs6cOsAwFI0EP2BXwY%2F3vrXoa2L2b12eeU9CGJeujAqSGGCWb91qa4R4K%2F2tJgQNHRHoLVi%2B4aISh56kOvXVgIPVGo5y4eViYejTZoKLXQDYkFPb8%7Ctkp%3ABk9SR_bk0JLZZQ,0.45,2025-05-06 00:00:00,2024-25 Donruss - Optic Red #177 Yaser Asprilla,55.0,27451166.0
